GBAC,country,host,collection_date,serotype,Topotype,lineage,color
KU204894/CHN/pig/2013/O,CHN,pig,2013,O,CATHAY,,#B8B819
KU291242/MAR/cow/2015/O,MAR,cow,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C
KU360085/CHN/pig/2015/Asia1,CHN,pig,2015,Asia1,ASIA,,#4B9F93
KU726614/GRC/sheep/1994/O,GRC,sheep,1994,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D259
KU821590/NAM/cow/2010/SAT1,NAM,cow,2010,SAT1,III-WESTERN-ZIMBABWE-WZ,,#C08218
KU821591/ZMB/cow/2010/O,ZMB,cow,2010,O,EAST-AFRICA-2-EA-2,,#BABA1F
KU821592/ZMB/cow/2009/SAT2,ZMB,cow,2009,SAT2,III,,#DD562C
KX002176/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9C97BE
KX002177/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9892BA
KX002178/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9892BA
KX002179/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD
KX002180/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9C96BE
KX002181/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9590B8
KX002182/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD
KX002183/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9993BB
KX002184/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD
KX002185/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948EB7
KX002186/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948EB7
KX002187/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9994BB
KX002188/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948FB7
KX002189/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A94BC
KX002190/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938DB6
KX002191/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938DB6
KX002192/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9994BB
KX002193/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#928DB5
KX002194/ARG/cattle/2000/A,ARG,cattle,2000,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938EB6
KX002196/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#928CB5
KX002197/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A95BC
KX002198/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A94BC
KX002199/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9590B8
KX002200/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#958FB7
KX002201/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948FB7
KX002202/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938EB6
KX002203/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9792B9
KX002204/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A95BC
KX002205/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9893BA
KX162590/KOR/pig/2014/O,KOR,pig,2014,O,SOUTHEAST-ASIA-SEA,,#C1C131
KX534089/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231
KX712091/BGD/pig/2015/O,BGD,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561
KY072818/CHN/cattle/1959/O,CHN,cattle,1959,O,CATHAY,,#B7B716
KY086465/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231
KY086466/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231
KY234501/CHN/cow/2011/O,CHN,cow,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2
KY234502/CHN/pig/2015/O,CHN,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5AF
KY322670/LAO/cattle/2013/O,LAO,cattle,2013,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A
KY322671/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B
KY322672/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,,#C0C02D
KY322673/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A
KY322675/LAO/cattle/2014/A,LAO,cattle,2014,A,ASIA,Sea-97,#C7C3E4
KY322676/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#B0ABCF
KY322677/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#C7C2E4
KY322678/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#B2ADD1
KY322679/THA/cattle/2014/A,THA,cattle,2014,A,ASIA,Sea-97,#C4C0E2
KY322680/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C4BFE1
KY444644/THA/pig/2013/O,THA,pig,2013,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A
KY444645/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D
KY444646/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D
KY444647/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D
KY444648/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02E
KY444649/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02E
KY446903/PAK/water-buffalo/2005/O,PAK,water-buffalo,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D259
KY657269/VNM/pig/2015/O,VNM,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD76
LC036265/JPN/cattle/2010/O,JPN,cattle,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF51
LC149617/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50
LC149618/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D056
LC149619/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158
LC149620/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4C
LC149621/JPN/wild-water-buffalo/2010/O,JPN,wild-water-buffalo,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50
LC149622/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C842
LC149623/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49
LC149624/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055
LC149625/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46
LC149626/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB47
LC149627/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46
LC149628/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48
LC149629/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50
LC149631/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50
LC149632/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A
LC149633/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46
LC149634/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054
LC149636/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944
LC149637/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944
LC149638/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943
LC149639/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B
LC149640/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A
LC149641/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E
LC149642/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D156
LC149643/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B
LC149644/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C842
LC149645/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944
LC149646/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D056
LC149647/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054
LC149648/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52
LC149649/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157
LC149650/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48
LC149651/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D
LC149652/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA47
LC149653/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49
LC149654/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943
LC149655/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B
LC149656/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45
LC149657/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4C
LC149658/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52
LC149659/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45
LC149660/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055
LC149661/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48
LC149663/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943
LC149664/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48
LC149665/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158
LC149666/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055
LC149667/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157
LC149668/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53
LC149669/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841
LC149670/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841
LC149671/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45
LC149672/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944
LC149673/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054
LC149674/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E
LC149675/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46
LC149676/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4C
LC149677/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158
LC149679/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E
LC149680/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49
LC149681/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52
LC149682/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F
LC149683/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF51
LC149684/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D
LC149685/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157
LC149686/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C942
LC149687/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F
LC149688/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4C
LC149689/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C942
LC149690/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53
LC149692/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055
LC149693/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA47
LC149694/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45
LC149695/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB47
LC149696/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53
LC149697/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D
LC149698/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E
LC149699/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52
LC149700/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A
LC149702/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B
LC149704/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943
LC149705/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49
LC149706/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841
LC149707/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F
LC149708/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157
LC149709/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C840
LC149710/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D156
LC149711/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F
LC149712/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D
LC149713/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841
LC149716/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE51
LC149717/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A
LC149718/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054
LC149719/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C840
LC149720/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53
LC320038/MNG/cow/2015/O,MNG,cow,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562
LC438822/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663
LC438823/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561
LC456870/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BDBD25
LC456871/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BCBC24
LC456873/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BDBD25
LC483874/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B5B0D4
LC564894/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B5B0D4
LC564895/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B6B1D5
LC564896/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B6B1D5
LC564898/THA/cow/2008/A,THA,cow,2008,A,ASIA,Sea-97,#B5B1D4
LC564900/THA/cow/2009/A,THA,cow,2009,A,ASIA,Sea-97,#B8B3D7
LC564901/THA/cow/2009/A,THA,cow,2009,A,ASIA,Sea-97,#B7B2D6
LC564902/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B0ABD0
LC564903/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B1ADD1
LC564904/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B1ACD1
LC564905/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B0ABD0
LC564906/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B1ACD0
LC564907/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B1ACD0
LC564909/THA/cow/2012/A,THA,cow,2012,A,ASIA,Sea-97,#AFABCF
LC564911/THA/cow/2013/A,THA,cow,2013,A,ASIA,Sea-97,#C6C2E3
LC564912/THA/cow/2013/A,THA,cow,2013,A,ASIA,Sea-97,#C8C4E5
LC564914/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#C4C0E1
LC564915/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#C8C4E5
LC564916/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#B3AED2
LC564917/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B4AFD3
LC564918/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AFD3
LC564919/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AED2
LC564920/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AED2
LC564921/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B4AFD3
LC564922/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B2ADD2
LC564923/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B4AFD3
LC729870/THA/cow/2016/O,THA,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663
LC729871/THA/cow/2016/O,THA,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D662
LC729872/THA/pig/2016/O,THA,pig,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663
LC770123/IRQ/cattle/2023/SAT1,IRQ,cattle,2023,SAT1,VII-EAST-AFRICA-2-EA-2,,#BE8014
LC771233/IRQ/water-buffalo/2023/A,IRQ,water-buffalo,2023,A,AFRICA,,#847EA9
MF143572/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3
MF143573/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3
MF143574/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3
MF143575/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B4
MF143576/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4
MF143577/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4
MF143578/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4
MF372125/IND/gayal/2016/Asia1,IND,gayal,2016,Asia1,ASIA,,#61B1A5
MF372126/IND/gayal/1994/Asia1,IND,gayal,1994,Asia1,ASIA,,#5DAEA1
MF461724/CHN/cattle/2017/O,CHN,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562
MF678823/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B87807
MF678824/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B77705
MF678825/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B67603
MF678826/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B67602
MF782478/BGD/cattle/2013/Asia1,BGD,cattle,2013,Asia1,ASIA,,#62B2A5
MF947123/VNM/buffalo/2011/O,VNM,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2
MF947124/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3
MF947126/VNM/pig/2011/O,VNM,pig,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2
MF947127/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5
MF947128/VNM/cattle/2010/O,VNM,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B1
MF947129/VNM/pig/2014/O,VNM,pig,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2
MF947131/VNM/pig/2013/O,VNM,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F4F4AF
MF947132/VNM/buffalo/2015/O,VNM,buffalo,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5AF
MF947137/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5
MF947143/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F4F4AF
MG334583/IRQ/cow/2009/A,IRQ,cow,2009,A,ASIA,Iran-05,#AEA9CE
MG725872/NER/cow/2013/A,NER,cow,2013,A,AFRICA,,#8680AB
MG725873/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8781AB
MG725874/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8680AA
MG725875/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8882AC
MG725876/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8782AC
MG923579/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA,,#8781AB
MG923580/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA,,#8781AB
MG983683/DZA/unknown/2014/O,DZA,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E
MG983684/BGD/cattle/2009/O,BGD,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D664
MG983685/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70
MG983686/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC71
MG983687/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765
MG983688/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765
MG983689/BTN/cattle/2012/O,BTN,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35B
MG983690/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB71
MG983691/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D
MG983692/IRN/cattle/2009/O,IRN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765
MG983693/LAO/unknown/2015/O,LAO,unknown,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75
MG983694/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D86A
MG983695/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96A
MG983696/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869
MG983697/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869
