"GBAC","country","host","collection_date","serotype","Topotype","color","lineage"
"KM257062/GBR/cattle/2001/O","GBR","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F4F4AE","PanAsia"
"KM257063/GBR/cattle/2001/O","GBR","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A8","PanAsia"
"KM257064/GBR/cattle/2001/O","GBR","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A6","PanAsia"
"KM257065/GBR/cattle/2001/O","GBR","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA2","PanAsia"
"KM268895/TUR/cattle/2013/O","TUR","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E58A","PanAsia-2"
"KM268896/TUR/cattle/2013/A","TUR","cattle","2013","A","ASIA","#AAA5CA","Iran-05"
"KM268897/KEN/cattle/2004/C","KEN","cattle","2004","C","AFRICA","#9FE4D8",""
"KM268898/TUR/cattle/2013/Asia1","TUR","cattle","2013","Asia1","ASIA","#94BD34",""
"KM268899/TZA/cattle/2012/SAT1","TZA","cattle","2012","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#F48D7A",""
"KM268900/TZA/cattle/2012/SAT2","TZA","cattle","2012","SAT2","IV","#5D90B1",""
"KM268901/ZWE/cattle/1991/SAT3","ZWE","cattle","1991","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#DCA252",""
"KP940473/EGY/cattle/2014/O","EGY","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D258",""
"KP940474/EGY/cattle/2014/A","EGY","cattle","2014","A","AFRICA","#8680AA",""
"KR108950/ZAF/african-buffalo/2009/SAT3","ZAF","african-buffalo","2009","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#EAB270",""
"KT968663/CHN/yak/2013/A","CHN","yak","2013","A","ASIA","#B2ADD1","Sea-97"
"KU127247/SAU/cattle/2015/A","SAU","cattle","2015","A","ASIA","#A09BC2",""
"KU204893/CHN/pig/2013/O","CHN","pig","2013","O","CATHAY","#AEAE01",""
"KU204894/CHN/pig/2013/O","CHN","pig","2013","O","CATHAY","#AEAE02",""
"KU291242/MAR/cow/2015/O","MAR","cow","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96C","Ind-2001d"
"KU360085/CHN/pig/2015/Asia1","CHN","pig","2015","Asia1","ASIA","#7DA511",""
"KU726614/GRC/sheep/1994/O","GRC","sheep","1994","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D259",""
"KU821590/NAM/cow/2010/SAT1","NAM","cow","2010","SAT1","III-WESTERN-ZIMBABWE-WZ","#D64717",""
"KU821591/ZMB/cow/2010/O","ZMB","cow","2010","O","EAST-AFRICA-2-EA-2","#BABA1E",""
"KU821592/ZMB/cow/2009/SAT2","ZMB","cow","2009","SAT2","III","#5C90B0",""
"KX002176/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9A95BC",""
"KX002177/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9892BA",""
"KX002178/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9892BA",""
"KX002179/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9A94BC",""
"KX002180/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9A95BC",""
"KX002181/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#938EB6",""
"KX002182/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9A94BC",""
"KX002183/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9B96BD",""
"KX002184/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9994BB",""
"KX002185/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#938EB6",""
"KX002186/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#948FB7",""
"KX002187/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9B96BD",""
"KX002188/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#948EB7",""
"KX002189/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9C97BE",""
"KX002190/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#938DB6",""
"KX002191/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#938DB6",""
"KX002192/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9C96BE",""
"KX002193/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#928DB5",""
"KX002194/ARG/cattle/2000/A","ARG","cattle","2000","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9792BA",""
"KX002196/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#928CB5",""
"KX002197/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9994BB",""
"KX002198/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9993BB",""
"KX002199/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#958FB7",""
"KX002200/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#948FB7",""
"KX002201/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#948EB7",""
"KX002202/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9792B9",""
"KX002203/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9691B9",""
"KX002204/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9B95BD",""
"KX002205/ARG/cattle/2001/A","ARG","cattle","2001","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9893BA",""
"KX162590/KOR/pig/2014/O","KOR","pig","2014","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C131",""
"KX534089/KOR/pig/2016/O","KOR","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C231",""
"KX712091/BGD/pig/2015/O","BGD","pig","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D561",""
"KY072818/CHN/cattle/1959/O","CHN","cattle","1959","O","CATHAY","#B0B005",""
"KY086465/KOR/pig/2016/O","KOR","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C231",""
"KY086466/KOR/pig/2016/O","KOR","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C231",""
"KY234501/CHN/cow/2011/O","CHN","cow","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B3",""
"KY234502/CHN/pig/2015/O","CHN","pig","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B4",""
"KY322670/LAO/cattle/2013/O","LAO","cattle","2013","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2A","Mya-98"
"KY322671/MYS/cattle/2014/O","MYS","cattle","2014","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2B","Mya-98"
"KY322672/MYS/cattle/2014/O","MYS","cattle","2014","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02D",""
"KY322673/MYS/cattle/2014/O","MYS","cattle","2014","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2A","Mya-98"
"KY322675/LAO/cattle/2014/A","LAO","cattle","2014","A","ASIA","#C5C1E2","Sea-97"
"KY322676/MYS/cattle/2013/A","MYS","cattle","2013","A","ASIA","#B0ABCF","Sea-97"
"KY322677/MYS/cattle/2013/A","MYS","cattle","2013","A","ASIA","#C5C1E2","Sea-97"
"KY322678/MYS/cattle/2013/A","MYS","cattle","2013","A","ASIA","#B2ADD1","Sea-97"
"KY322679/THA/cattle/2014/A","THA","cattle","2014","A","ASIA","#CAC6E7","Sea-97"
"KY322680/VNM/cattle/2013/A","VNM","cattle","2013","A","ASIA","#CAC6E7","Sea-97"
"KY444644/THA/pig/2013/O","THA","pig","2013","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2A","Mya-98"
"KY444645/THA/pig/2016/O","THA","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02D",""
"KY444646/THA/pig/2016/O","THA","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02E",""
"KY444647/THA/pig/2016/O","THA","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02D",""
"KY444648/THA/pig/2016/O","THA","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02D",""
"KY444649/THA/pig/2016/O","THA","pig","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#C0C02E",""
"KY446903/PAK/water-buffalo/2005/O","PAK","water-buffalo","2005","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D259",""
"KY657269/VNM/pig/2015/O","VNM","pig","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE76","Ind-2001d"
"LC036265/JPN/cattle/2010/O","JPN","cattle","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D156",""
"LC149617/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D055",""
"LC149618/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA46",""
"LC149619/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D157",""
"LC149620/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D054",""
"LC149621/JPN/wild-water-buffalo/2010/O","JPN","wild-water-buffalo","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D055",""
"LC149622/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE50",""
"LC149623/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4B",""
"LC149624/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA45",""
"LC149625/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4B",""
"LC149626/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4A",""
"LC149627/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4C",""
"LC149628/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4D",""
"LC149629/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D055",""
"LC149631/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D055",""
"LC149632/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF51",""
"LC149633/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4E",""
"LC149634/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB48",""
"LC149636/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF52",""
"LC149637/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF52",""
"LC149638/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF52",""
"LC149639/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C842",""
"LC149640/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE51",""
"LC149641/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C944",""
"LC149642/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D157",""
"LC149643/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE50",""
"LC149644/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D054",""
"LC149645/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4E",""
"LC149646/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C841",""
"LC149647/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB48",""
"LC149648/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE50",""
"LC149649/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D157",""
"LC149650/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4A",""
"LC149651/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C842",""
"LC149652/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4D",""
"LC149653/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE4F",""
"LC149654/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C944",""
"LC149655/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE4F",""
"LC149656/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4E",""
"LC149657/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB47",""
"LC149658/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C841",""
"LC149659/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4A",""
"LC149660/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB49",""
"LC149661/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4B",""
"LC149663/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA45",""
"LC149664/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4D",""
"LC149665/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D158",""
"LC149666/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4D",""
"LC149667/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D158",""
"LC149668/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA46",""
"LC149669/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D054",""
"LC149670/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB49",""
"LC149671/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4C",""
"LC149672/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF52",""
"LC149673/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB48",""
"LC149674/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C943",""
"LC149675/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4B",""
"LC149676/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C841",""
"LC149677/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D157",""
"LC149679/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C943",""
"LC149680/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4E",""
"LC149681/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF53",""
"LC149682/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C841",""
"LC149683/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB49",""
"LC149684/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C942",""
"LC149685/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D156",""
"LC149686/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA45",""
"LC149687/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C943",""
"LC149688/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF53",""
"LC149689/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C944",""
"LC149690/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA47",""
"LC149692/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C840",""
"LC149693/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4A",""
"LC149694/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CDCD4C",""
"LC149695/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CCCC4C",""
"LC149696/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA46",""
"LC149697/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C942",""
"LC149698/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C943",""
"LC149699/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA46",""
"LC149700/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA47",""
"LC149702/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE50",""
"LC149704/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF51",""
"LC149705/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE4F",""
"LC149706/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB49",""
"LC149707/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF53",""
"LC149708/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CACA45",""
"LC149709/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CFCF53",""
"LC149710/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D1D158",""
"LC149711/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C9C944",""
"LC149712/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE4F",""
"LC149713/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D054",""
"LC149716/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#D0D056",""
"LC149717/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB47",""
"LC149718/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CBCB48",""
"LC149719/JPN/cow/2010/O","JPN","cow","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C8C840",""
"LC149720/JPN/pig/2010/O","JPN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#CECE51",""
"LC320038/MNG/cow/2015/O","MNG","cow","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D562",""
"LC438822/MMR/cow/2016/O","MMR","cow","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D663",""
"LC438823/MMR/cow/2016/O","MMR","cow","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D561",""
"LC456870/GHA/cow/2018/O","GHA","cow","2018","O","EAST-AFRICA-3-EA-3","#BDBD25",""
"LC456871/GHA/cow/2018/O","GHA","cow","2018","O","EAST-AFRICA-3-EA-3","#BCBC24",""
"LC456873/GHA/cow/2018/O","GHA","cow","2018","O","EAST-AFRICA-3-EA-3","#BDBD25",""
"LC483874/THA/cow/2007/A","THA","cow","2007","A","ASIA","#B5B0D4","Sea-97"
"LC564894/THA/cow/2007/A","THA","cow","2007","A","ASIA","#B5B0D4","Sea-97"
"LC564895/THA/cow/2007/A","THA","cow","2007","A","ASIA","#B6B1D5","Sea-97"
"LC564896/THA/cow/2007/A","THA","cow","2007","A","ASIA","#B6B1D5","Sea-97"
"LC564898/THA/cow/2008/A","THA","cow","2008","A","ASIA","#B5B1D4","Sea-97"
"LC564900/THA/cow/2009/A","THA","cow","2009","A","ASIA","#B7B2D6","Sea-97"
"LC564901/THA/cow/2009/A","THA","cow","2009","A","ASIA","#B6B2D5","Sea-97"
"LC564902/THA/cow/2010/A","THA","cow","2010","A","ASIA","#B0ABD0","Sea-97"
"LC564903/THA/cow/2010/A","THA","cow","2010","A","ASIA","#B1ACD0","Sea-97"
"LC564904/THA/cow/2010/A","THA","cow","2010","A","ASIA","#B1ACD0","Sea-97"
"LC564905/THA/cow/2011/A","THA","cow","2011","A","ASIA","#B0ABD0","Sea-97"
"LC564906/THA/cow/2011/A","THA","cow","2011","A","ASIA","#B1ADD1","Sea-97"
"LC564907/THA/cow/2011/A","THA","cow","2011","A","ASIA","#B1ACD1","Sea-97"
"LC564909/THA/cow/2012/A","THA","cow","2012","A","ASIA","#AFABCF","Sea-97"
"LC564911/THA/cow/2013/A","THA","cow","2013","A","ASIA","#C5C0E2","Sea-97"
"LC564912/THA/cow/2013/A","THA","cow","2013","A","ASIA","#C8C4E5","Sea-97"
"LC564914/THA/cow/2014/A","THA","cow","2014","A","ASIA","#CAC5E6","Sea-97"
"LC564915/THA/cow/2014/A","THA","cow","2014","A","ASIA","#C8C3E5","Sea-97"
"LC564916/THA/cow/2014/A","THA","cow","2014","A","ASIA","#B3AED2","Sea-97"
"LC564917/THA/cow/2015/A","THA","cow","2015","A","ASIA","#B4AFD3","Sea-97"
"LC564918/THA/cow/2015/A","THA","cow","2015","A","ASIA","#B3AED2","Sea-97"
"LC564919/THA/cow/2015/A","THA","cow","2015","A","ASIA","#B3AFD3","Sea-97"
"LC564920/THA/cow/2015/A","THA","cow","2015","A","ASIA","#B3AED2","Sea-97"
"LC564921/THA/cow/2016/A","THA","cow","2016","A","ASIA","#B4AFD3","Sea-97"
"LC564922/THA/cow/2016/A","THA","cow","2016","A","ASIA","#B2ADD2","Sea-97"
"LC564923/THA/cow/2016/A","THA","cow","2016","A","ASIA","#B4AFD3","Sea-97"
"LC729870/THA/cow/2016/O","THA","cow","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D663",""
"LC729871/THA/cow/2016/O","THA","cow","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D662",""
"LC729872/THA/pig/2016/O","THA","pig","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D663",""
"LC770123/IRQ/cattle/2023/SAT1","IRQ","cattle","2023","SAT1","VII-EAST-AFRICA-2-EA-2","#D54414",""
"LC771233/IRQ/water-buffalo/2023/A","IRQ","water-buffalo","2023","A","AFRICA","#847EA9",""
"MF143572/VNM/cattle/2012/O","VNM","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B0",""
"MF143573/VNM/cattle/2012/O","VNM","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B0",""
"MF143574/VNM/cattle/2012/O","VNM","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B0",""
"MF143575/VNM/cattle/2012/O","VNM","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B1",""
"MF143576/VNM/cattle/2013/O","VNM","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B1",""
"MF143577/VNM/cattle/2013/O","VNM","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B1",""
"MF143578/VNM/cattle/2013/O","VNM","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B1",""
"MF372125/IND/gayal/2016/Asia1","IND","gayal","2016","Asia1","ASIA","#8FB72C",""
"MF372126/IND/gayal/1994/Asia1","IND","gayal","1994","Asia1","ASIA","#8CB428",""
"MF461724/CHN/cattle/2017/O","CHN","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D562",""
"MF678823/NER/cow/2015/SAT1","NER","cow","2015","SAT1","X","#D33F0D",""
"MF678824/NER/cow/2015/SAT1","NER","cow","2015","SAT1","X","#D33E0B",""
"MF678825/NER/cow/2015/SAT1","NER","cow","2015","SAT1","X","#D23D09",""
"MF678826/NER/cow/2015/SAT1","NER","cow","2015","SAT1","X","#D23C08",""
