GBAC,country,host,collection_date,serotype,Topotype,lineage,color,pool
KJ560309/GBR/cattle/2007/O,GBR,cattle,2007,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B7B716,Unknown
KJ608371/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#AFAACF,Pool1
KJ754939/BGD/cattle/2013/A,BGD,cattle,2013,A,ASIA,,#A09BC1,Pool2
KJ820999/UGA/cattle/2013/SAT3,UGA,cattle,2013,SAT3,V-East-Africa-EA,,#457A9A,Pool4
KJ825801/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70,Pool2
KJ825802/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767,Pool2
KJ825803/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F,Pool2
KJ825804/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75,Pool2
KJ825805/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75,Pool2
KJ825806/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75,Pool2
KJ825807/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74,Pool2
KJ825808/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70,Pool2
KJ825809/IND/buffalo/2013/O,IND,buffalo,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74,Pool2
KJ933864/MYS/Unknown/1997/A,MYS,Unknown,1997,A,ASIA,Sea-97,#AFAACF,Pool1
KM257061/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F0F0A4,Unknown
KM257062/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F1F1A7,Unknown
KM257063/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#EFEFA2,Unknown
KM257064/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F4F4AD,Unknown
KM257065/GBR/cattle/2001/O,GBR,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,#F2F2AA,Unknown
KM268895/TUR/cattle/2013/O,TUR,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68A,Pool3
KM268896/TUR/cattle/2013/A,TUR,cattle,2013,A,ASIA,Iran-05,#AAA5CA,Pool3
KM268897/KEN/cattle/2004/C,KEN,cattle,2004,C,AFRICA,,#80A816,Pool4
KM268898/TUR/cattle/2013/Asia1,TUR,cattle,2013,Asia1,ASIA,,#67B7AA,Pool3
KM268899/TZA/cattle/2012/SAT1,TZA,cattle,2012,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D2963D,Pool4
KM268900/TZA/cattle/2012/SAT2,TZA,cattle,2012,SAT2,IV,,#DD572E,Pool4
KM268901/ZWE/cattle/1991/SAT3,ZWE,cattle,1991,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#75A7C8,Pool6
KP940473/EGY/cattle/2014/O,EGY,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D258,Pool3/Pool4
KP940474/EGY/cattle/2014/A,EGY,cattle,2014,A,AFRICA,,#8680AA,Pool3/Pool4
KR108950/ZAF/african-buffalo/2009/SAT3,ZAF,african-buffalo,2009,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#71A3C4,Pool6
KT968663/CHN/yak/2013/A,CHN,yak,2013,A,ASIA,Sea-97,#B2ADD1,Pool1
KU127247/SAU/cattle/2015/A,SAU,cattle,2015,A,ASIA,,#A09BC2,Pool3
KU204893/CHN/pig/2013/O,CHN,pig,2013,O,CATHAY,,#B8B819,Pool1
KU204894/CHN/pig/2013/O,CHN,pig,2013,O,CATHAY,,#B8B819,Pool1
KU291242/MAR/cow/2015/O,MAR,cow,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C,Unknown
KU360085/CHN/pig/2015/Asia1,CHN,pig,2015,Asia1,ASIA,,#4B9F93,Pool1
KU726614/GRC/sheep/1994/O,GRC,sheep,1994,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D259,Unknown
KU821590/NAM/cow/2010/SAT1,NAM,cow,2010,SAT1,III-WESTERN-ZIMBABWE-WZ,,#C08218,Pool6
KU821591/ZMB/cow/2010/O,ZMB,cow,2010,O,EAST-AFRICA-2-EA-2,,#BABA1F,Pool6
KU821592/ZMB/cow/2009/SAT2,ZMB,cow,2009,SAT2,III,,#DD562C,Pool6
KX002176/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9C97BE,Pool7
KX002177/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9892BA,Pool7
KX002178/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9892BA,Pool7
KX002179/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD,Pool7
KX002180/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9C96BE,Pool7
KX002181/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9590B8,Pool7
KX002182/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD,Pool7
KX002183/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9993BB,Pool7
KX002184/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9B96BD,Pool7
KX002185/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948EB7,Pool7
KX002186/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948EB7,Pool7
KX002187/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9994BB,Pool7
KX002188/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948FB7,Pool7
KX002189/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A94BC,Pool7
KX002190/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938DB6,Pool7
KX002191/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938DB6,Pool7
KX002192/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9994BB,Pool7
KX002193/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#928DB5,Pool7
KX002194/ARG/cattle/2000/A,ARG,cattle,2000,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938EB6,Pool7
KX002196/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#928CB5,Pool7
KX002197/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A95BC,Pool7
KX002198/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A94BC,Pool7
KX002199/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9590B8,Pool7
KX002200/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#958FB7,Pool7
KX002201/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#948FB7,Pool7
KX002202/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#938EB6,Pool7
KX002203/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9792B9,Pool7
KX002204/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9A95BC,Pool7
KX002205/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9893BA,Pool7
KX162590/KOR/pig/2014/O,KOR,pig,2014,O,SOUTHEAST-ASIA-SEA,,#C1C131,Pool1
KX534089/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231,Pool1
KX712091/BGD/pig/2015/O,BGD,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561,Pool2
KY072818/CHN/cattle/1959/O,CHN,cattle,1959,O,CATHAY,,#B7B716,Pool1
KY086465/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231,Pool1
KY086466/KOR/pig/2016/O,KOR,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C2C231,Pool1
KY234501/CHN/cow/2011/O,CHN,cow,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2,Pool1
KY234502/CHN/pig/2015/O,CHN,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5AF,Pool1
KY322670/LAO/cattle/2013/O,LAO,cattle,2013,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A,Pool1
KY322671/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B,Pool1
KY322672/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,,#C0C02D,Pool1
KY322673/MYS/cattle/2014/O,MYS,cattle,2014,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A,Pool1
KY322675/LAO/cattle/2014/A,LAO,cattle,2014,A,ASIA,Sea-97,#C7C3E4,Pool1
KY322676/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#B0ABCF,Pool1
KY322677/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#C7C2E4,Pool1
KY322678/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA,Sea-97,#B2ADD1,Pool1
KY322679/THA/cattle/2014/A,THA,cattle,2014,A,ASIA,Sea-97,#C4C0E2,Pool1
KY322680/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C4BFE1,Pool1
KY444644/THA/pig/2013/O,THA,pig,2013,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2A,Pool1
KY444645/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D,Pool1
KY444646/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D,Pool1
KY444647/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02D,Pool1
KY444648/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02E,Pool1
KY444649/THA/pig/2016/O,THA,pig,2016,O,SOUTHEAST-ASIA-SEA,,#C0C02E,Pool1
KY446903/PAK/water-buffalo/2005/O,PAK,water-buffalo,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D259,Pool3
KY657269/VNM/pig/2015/O,VNM,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD76,Pool1
LC036265/JPN/cattle/2010/O,JPN,cattle,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF51,Unknown
LC149617/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50,Unknown
LC149618/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D056,Unknown
LC149619/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158,Unknown
LC149620/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4C,Unknown
LC149621/JPN/wild-water-buffalo/2010/O,JPN,wild-water-buffalo,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50,Unknown
LC149622/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C842,Unknown
LC149623/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49,Unknown
LC149624/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055,Unknown
LC149625/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46,Unknown
LC149626/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB47,Unknown
LC149627/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46,Unknown
LC149628/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48,Unknown
LC149629/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50,Unknown
LC149631/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE50,Unknown
LC149632/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A,Unknown
LC149633/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46,Unknown
LC149634/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054,Unknown
LC149636/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944,Unknown
LC149637/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944,Unknown
LC149638/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943,Unknown
LC149639/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B,Unknown
LC149640/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A,Unknown
LC149641/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E,Unknown
LC149642/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D156,Unknown
LC149643/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B,Unknown
LC149644/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C842,Unknown
LC149645/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944,Unknown
LC149646/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D056,Unknown
LC149647/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054,Unknown
LC149648/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52,Unknown
LC149649/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157,Unknown
LC149650/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48,Unknown
LC149651/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D,Unknown
LC149652/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CACA47,Unknown
LC149653/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49,Unknown
LC149654/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943,Unknown
LC149655/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B,Unknown
LC149656/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45,Unknown
LC149657/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4C,Unknown
LC149658/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52,Unknown
LC149659/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45,Unknown
LC149660/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055,Unknown
LC149661/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48,Unknown
LC149663/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943,Unknown
LC149664/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB48,Unknown
LC149665/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158,Unknown
LC149666/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055,Unknown
LC149667/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157,Unknown
LC149668/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53,Unknown
LC149669/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841,Unknown
LC149670/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841,Unknown
LC149671/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45,Unknown
LC149672/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C944,Unknown
LC149673/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054,Unknown
LC149674/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E,Unknown
LC149675/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA46,Unknown
LC149676/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4C,Unknown
LC149677/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D158,Unknown
LC149679/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E,Unknown
LC149680/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49,Unknown
LC149681/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52,Unknown
LC149682/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F,Unknown
LC149683/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF51,Unknown
LC149684/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D,Unknown
LC149685/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157,Unknown
LC149686/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C942,Unknown
LC149687/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F,Unknown
LC149688/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4C,Unknown
LC149689/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C942,Unknown
LC149690/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53,Unknown
LC149692/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#D0D055,Unknown
LC149693/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA47,Unknown
LC149694/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CACA45,Unknown
LC149695/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB47,Unknown
LC149696/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53,Unknown
LC149697/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D,Unknown
LC149698/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4E,Unknown
LC149699/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF52,Unknown
LC149700/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A,Unknown
LC149702/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4B,Unknown
LC149704/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C9C943,Unknown
LC149705/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CBCB49,Unknown
LC149706/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841,Unknown
LC149707/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F,Unknown
LC149708/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D157,Unknown
LC149709/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C840,Unknown
LC149710/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D1D156,Unknown
LC149711/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE4F,Unknown
LC149712/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CDCD4D,Unknown
LC149713/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C841,Unknown
LC149716/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CECE51,Unknown
LC149717/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#CCCC4A,Unknown
LC149718/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#D0D054,Unknown
LC149719/JPN/cow/2010/O,JPN,cow,2010,O,SOUTHEAST-ASIA-SEA,,#C8C840,Unknown
LC149720/JPN/pig/2010/O,JPN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#CFCF53,Unknown
LC320038/MNG/cow/2015/O,MNG,cow,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562,Pool1
LC438822/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663,Pool1
LC438823/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561,Pool1
LC456870/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BDBD25,Pool5
LC456871/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BCBC24,Pool5
LC456873/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3,,#BDBD25,Pool5
LC483874/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B5B0D4,Pool1
LC564894/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B5B0D4,Pool1
LC564895/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B6B1D5,Pool1
LC564896/THA/cow/2007/A,THA,cow,2007,A,ASIA,Sea-97,#B6B1D5,Pool1
LC564898/THA/cow/2008/A,THA,cow,2008,A,ASIA,Sea-97,#B5B1D4,Pool1
LC564900/THA/cow/2009/A,THA,cow,2009,A,ASIA,Sea-97,#B8B3D7,Pool1
LC564901/THA/cow/2009/A,THA,cow,2009,A,ASIA,Sea-97,#B7B2D6,Pool1
LC564902/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B0ABD0,Pool1
LC564903/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B1ADD1,Pool1
LC564904/THA/cow/2010/A,THA,cow,2010,A,ASIA,Sea-97,#B1ACD1,Pool1
LC564905/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B0ABD0,Pool1
LC564906/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B1ACD0,Pool1
LC564907/THA/cow/2011/A,THA,cow,2011,A,ASIA,Sea-97,#B1ACD0,Pool1
LC564909/THA/cow/2012/A,THA,cow,2012,A,ASIA,Sea-97,#AFABCF,Pool1
LC564911/THA/cow/2013/A,THA,cow,2013,A,ASIA,Sea-97,#C6C2E3,Pool1
LC564912/THA/cow/2013/A,THA,cow,2013,A,ASIA,Sea-97,#C8C4E5,Pool1
LC564914/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#C4C0E1,Pool1
LC564915/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#C8C4E5,Pool1
LC564916/THA/cow/2014/A,THA,cow,2014,A,ASIA,Sea-97,#B3AED2,Pool1
LC564917/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B4AFD3,Pool1
LC564918/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AFD3,Pool1
LC564919/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AED2,Pool1
LC564920/THA/cow/2015/A,THA,cow,2015,A,ASIA,Sea-97,#B3AED2,Pool1
LC564921/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B4AFD3,Pool1
LC564922/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B2ADD2,Pool1
LC564923/THA/cow/2016/A,THA,cow,2016,A,ASIA,Sea-97,#B4AFD3,Pool1
LC729870/THA/cow/2016/O,THA,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663,Pool1
LC729871/THA/cow/2016/O,THA,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D662,Pool1
