Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
LC149654,2010,JPN,cow,,O/JPN/2010-94/5S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149653,2010,JPN,pig,,O/JPN/2010-93/2S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149652,2010,JPN,pig,,O/JPN/2010-92/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149651,2010,JPN,cow,,O/JPN/2010-90/5S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149650,2010,JPN,cow,,O/JPN/2010-88/5S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149649,2010,JPN,pig,,O/JPN/2010-87/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149648,2010,JPN,cow,,O/JPN/2010-86/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149647,2010,JPN,cow,,O/JPN/2010-85/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149646,2010,JPN,pig,,O/JPN/2010-84/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149645,2010,JPN,cow,,O/JPN/2010-83/2S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149644,2010,JPN,cow,,O/JPN/2010-82/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149643,2010,JPN,pig,,O/JPN/2010-72/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149642,2010,JPN,cow,,O/JPN/2010-68/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149641,2010,JPN,pig,,O/JPN/2010-65/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149640,2010,JPN,cow,,O/JPN/2010-61/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149639,2010,JPN,pig,,O/JPN/2010-55/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149638,2010,JPN,cow,,O/JPN/2010-50/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149637,2010,JPN,pig,,O/JPN/2010-47/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149636,2010,JPN,cow,,O/JPN/2010-46/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149634,2010,JPN,pig,,O/JPN/2010-29/4S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149633,2010,JPN,pig,,O/JPN/2010-28/2S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149632,2010,JPN,pig,,O/JPN/2010-27/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149631,2010,JPN,cow,,O/JPN/2010-23/2S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149629,2010,JPN,cow,,O/JPN/2010-21/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149628,2010,JPN,pig,,O/JPN/2010-18/3S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149627,2010,JPN,pig,,O/JPN/2010-17/593F,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149626,2010,JPN,cow,,O/JPN/2010-15/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149625,2010,JPN,cow,,O/JPN/2010-11/4S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149624,2010,JPN,pig,,O/JPN/2010-10/396V,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149623,2010,JPN,cow,,O/JPN/2010-9/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149622,2010,JPN,cow,,O/JPN/2010-8/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149621,2010,JPN,wild-water-buffalo,,O/JPN/2010-6/1S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149620,2010,JPN,cow,,O/JPN/2010-5/6S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149619,2010,JPN,cow,,O/JPN/2010-3/2S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149618,2010,JPN,cow,,O/JPN/2010-2/5S,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
LC149617,2010,JPN,cow,,O/JPN/2010-1/14C,O,SOUTHEAST-ASIA-SEA,,,Genome variability of foot-and-mouth disease virus during the short period of the 2010 epidemic in Japan,Not found
KY446903,2005,PAK,water-buffalo,FBD/QOL-UVAS-Pak/2005,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool3,Complete genome sequence of Foot and Mouth Disease Virus serotype O from Pakistan,epithelial blisters
KY657269,2015,VNM,pig,,O/VIT/16451DLBPP04/2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool1,Genome Sequence of Foot-and-Mouth Disease Virus Serotype O lineage Ind2001d collected in Vietnam in 2015,Not found
KY086466,2016,KOR,pig,,O/GC/SKR/2016,O,SOUTHEAST-ASIA-SEA,,Pool1,Complete genome sequence of a Foot-and-mouth disease virus of serotype O isolated from Korea in 2016,Not found
KY086465,2016,KOR,pig,,O/GJ/SKR/2016,O,SOUTHEAST-ASIA-SEA,,Pool1,Complete genome sequence of a Foot-and-mouth disease virus of serotype O isolated from Korea in 2016,Not found
KX712091,2015,BGD,pig,BAN/GO/Ka-236(Pig)/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Complete genome sequence of Foot-and-mouth disease virus serotype O isolated from pig,vesicular lesion of feet
JN099699,2009,IRQ,cattle,4255,A/IRQ/09,A,ASIA,Iran-05,Pool3,Foot-and-Mouth Disease Outbreak in Iraq 2009 is a recombinant virus of previously circulating serotypes A/Pak and O/Pak,Not found
JN099698,2009,IRQ,cattle,4254,A/IRQ/09,A,ASIA,Iran-05,Pool3,Foot-and-Mouth Disease Outbreak in Iraq 2009 is a recombinant virus of previously circulating serotypes A/Pak and O/Pak,Not found
JN099697,2009,IRQ,cattle,4252,A/IRQ/09,A,ASIA,Iran-05,Pool3,Foot-and-Mouth Disease Outbreak in Iraq 2009 is a recombinant virus of previously circulating serotypes A/Pak and O/Pak,Not found
JN099694,2009,IRQ,cattle,4240,A/IRQ/09,A,ASIA,Iran-05,Pool3,Foot-and-Mouth Disease Outbreak in Iraq 2009 is a recombinant virus of previously circulating serotypes A/Pak and O/Pak,epithelial tissue
JN099688,2009,IRQ,cattle,4235,A/IRQ/09,A,ASIA,Iran-05,Pool3,Foot-and-Mouth Disease Outbreak in Iraq 2009 is a recombinant virus of previously circulating serotypes A/Pak and O/Pak,tongue epithelium
KX162590,2014,KOR,pig,,O/SKR/JC/2014,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,Not found
KU726614,1994,GRC,sheep,GRE/23/94,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Genome Sequencing of Foot-and-Mouth Disease Virus Type O Isolate GRE/23/94,Not found
KU821592,2009,ZMB,cow,SAT2/ZAM18/2009,,SAT2,III,,Pool6,Complete Genome Sequences of Three African Foot-and-Mouth Disease Viruses from Clinical Samples Isolated in 2009 and 2010,Not found
KU821591,2010,ZMB,cow,O/ZAM14/2010,,O,EAST-AFRICA-2-EA-2,,Pool6,Complete Genome Sequences of Three African Foot-and-Mouth Disease Viruses from Clinical Samples Isolated in 2009 and 2010,Not found
KU821590,2010,NAM,cow,SAT1/NAM01/2010,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6,Complete Genome Sequences of Three African Foot-and-Mouth Disease Viruses from Clinical Samples Isolated in 2009 and 2010,Not found
KU291242,2015,MAR,cow,MOR/1/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Genome Sequence of Foot-and-Mouth Disease Virus Serotype O Isolated from Morocco in 2015,Not found
KX002205,2001,ARG,cattle,A/ATLauquen01,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002204,2001,ARG,cattle,A/AGLopez01,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002203,2001,ARG,cattle,A/AAreco01,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002202,2001,ARG,cattle,A/973_SL_Pede,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002201,2001,ARG,cattle,A/915_SEst_Riv,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002200,2001,ARG,cattle,A/820_Cor_Groca,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002199,2001,ARG,cattle,A/548_LP_Guatrech,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002198,2001,ARG,cattle,A/467_SFe_Irio,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002197,2001,ARG,cattle,A/423_Cor_Union,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002196,2001,ARG,cattle,A/39111_Cor_Gpaz,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002194,2000,ARG,cattle,A/38950_For_Pat,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002193,2001,ARG,cattle,A/258_ER_Diamante,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002192,2001,ARG,cattle,A/2118_LPam_Lmahu,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002191,2001,ARG,cattle,A/2107_BsAs_Merced,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002190,2001,ARG,cattle,A/2084_StEst_OjoAgua,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002189,2001,ARG,cattle,A/2071_LPam_Chali,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002188,2001,ARG,cattle,A/2063_Cor_Ccuat,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002187,2001,ARG,cattle,A/2059_BsAs_Hirig,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002186,2001,ARG,cattle,A/2027_Cor_Col,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002185,2001,ARG,cattle,A/2026_Tuc_Tuc,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002184,2001,ARG,cattle,A/1893_longMCH,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002183,2001,ARG,cattle,A/1514_LPam_HU,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002182,2001,ARG,cattle,A/1452_longMCH,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002181,2001,ARG,cattle,A/1441_BsAs_Lflores,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002180,2001,ARG,cattle,A/1300_BS_As_Gguido,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002179,2001,ARG,cattle,A/1293_BsAs_Indio,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002178,2001,ARG,cattle,A/129_LPam_Capital,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002177,2001,ARG,cattle,A/1185_ER_Par,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KX002176,2001,ARG,cattle,A/1155_BsAs_MCh,A/Arg/01,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Phylogeographic analysis of the 2000-2002 foot-and-mouth disease epidemic in Argentina,Not found
KT968663,2013,CHN,yak,A/HY/CHA/2013,,A,ASIA,Sea-97,Pool1,Direct Submission,Not found
KU127247,2015,SAU,cattle,SAU/1/2015,,A,ASIA,,Pool3,Complete Genome Sequence of a Serotype A Foot-and-Mouth Disease Virus from an Outbreak in Saudi Arabia during 2015,Not found
HQ268509,2004,VNM,,VIT_4/2004,,A,ASIA,Sea-97,Pool1,Development of a universal RT-PCR for amplifying and sequencing the leader and capsid-coding region of foot-and-mouth disease virus,Not found
HQ832592,2009,IND,cattle,IND 17/2009,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832591,2008,IND,cattle,IND 437/2008,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832590,2007,IND,cattle,IND 245/2007,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832589,2006,IND,cattle,IND 109/2006,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832588,2005,IND,cattle,IND 88/2006,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832586,2006,IND,,IND 43/2006,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832585,2005,IND,,IND 26/2006,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832584,2005,IND,cattle,IND 22/2006,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832583,2005,IND,,IND 447/2005,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832582,2004,IND,buffalo,IND 249/2004,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832581,2004,IND,cattle,IND 64/2004,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832580,2003,IND,cattle,IND 818/2003,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832579,2003,IND,buffalo,IND 281/2003,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832578,2003,IND,,IND 161/2003,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
HQ832577,1999,IND,,IND 110/1999,,A,ASIA,,Pool2,Comparative complete genome analysis of Indian type A foot-and-mouth disease virus field isolates,Not found
KJ608371,2013,VNM,cattle,,A/VN/T11D/2013,A,ASIA,Sea-97,Pool1,Complete Genome Sequence of a Foot-and-Mouth Disease Virus of Serotype A Isolated from Vietnam in 2013,Not found
KP940474,2014,EGY,cattle,FMD/A/El-Fayoum/Egypt/2014,,A,AFRICA,,Pool3/Pool4,Molecular epidemiology and evolution of FMD serotypes in Egypt in 2014,tongue epithelium
KP940473,2014,EGY,cattle,FMD/O/Dakahlia/Egypt/2014,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool3/Pool4,Molecular epidemiology and evolution of FMD serotypes in Egypt in 2014,tongue epithelium
KJ825809,2013,IND,buffalo,IND250(541)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825808,2013,IND,cattle,IND141(306)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825807,2014,IND,cattle,IND26(54)/2014,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825806,2013,IND,cattle,IND811(1552)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825805,2013,IND,cattle,IND341(707)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825804,2013,IND,cattle,IND298(634)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825803,2013,IND,cattle,IND139(302)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825802,2013,IND,cattle,IND142(311)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ825801,2013,IND,cattle,IND142(310)/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Genetic and antigenic analysis of foot-and-mouth disease virus serotype O responsible for outbreaks in India during 2013,Not found
KJ820999,2013,UGA,cattle,,UGA/1/13,SAT3,V-East-Africa-EA,,Pool4,"Foot-and-Mouth Disease Virus Serotype SAT 3 in Long-Horned Ankole Calf, Uganda",Not found
KJ206910,2013,SAU,cattle,SAU/3/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3,"Genome Sequences of Foot-and-Mouth Disease Virus O/ME-SA/Ind-2001 Lineage from Outbreaks in Libya, Saudi Arabia, and Bhutan during 2013",Not found
KJ206909,2013,LBY,cattle,LIB/2/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4,"Genome Sequences of Foot-and-Mouth Disease Virus O/ME-SA/Ind-2001 Lineage from Outbreaks in Libya, Saudi Arabia, and Bhutan during 2013",Not found
KJ206908,2013,BTN,cattle,BHU/1/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,"Genome Sequences of Foot-and-Mouth Disease Virus O/ME-SA/Ind-2001 Lineage from Outbreaks in Libya, Saudi Arabia, and Bhutan during 2013",Not found
HQ268524,2004,BTN,,BHU_27/2004,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool2,Development of a universal RT-PCR for amplifying and sequencing the leader and capsid-coding region of foot-and-mouth disease virus,Not found
KM268901,1991,ZWE,cattle,ZIM/6/91,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268900,2012,TZA,cattle,TAN/5/2012,,SAT2,IV,,Pool4,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268899,2012,TZA,cattle,TAN/22/2012,,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268898,2013,TUR,cattle,TUR/13/2013,,Asia1,ASIA,,Pool3,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268897,2004,KEN,cattle,KEN/1/2004,,C,AFRICA,,Pool4,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268896,2013,TUR,cattle,TUR/11/2013,,A,ASIA,Iran-05,Pool3,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM268895,2013,TUR,cattle,TUR/12/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM257065,2001,GBR,cattle,UKG/14597/2001,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM257064,2001,GBR,cattle,UKG/4998/2001,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM257063,2001,GBR,cattle,UKG/1734/2001,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM257062,2001,GBR,cattle,UKG/1558/2001,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KM257061,2001,GBR,cattle,UKG/1450/2001,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,A universal protocol to generate consensus level genome sequences for foot-and-mouth disease virus and other positive-sense polyadenylated RNA viruses using the Illumina MiSeq,Not found
KJ933864,1997,MYS,,,Malaysia 97,A,ASIA,Sea-97,Pool1,Direct Submission,Not found
JX869188,1968,GBR,sheep,BFS 89/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869187,1968,GBR,cattle,BFS 86/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869186,1968,GBR,cattle,BFS 69/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869185,1968,GBR,cattle,BFS 63/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869184,1968,GBR,cattle,BFS 45/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869183,1968,GBR,cattle,BFS 41/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
