"GBAC","country","host","collection_date","serotype","Topotype","color"
"MG983689/BTN/cattle/2012/O","BTN","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B006"
"MG983690/BTN/cattle/2016/O","BTN","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C2C232"
"MG983691/BTN/cattle/2016/O","BTN","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B1B108"
"MG983692/IRN/cattle/2009/O","IRN","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B616"
"MG983693/LAO/unknown/2015/O","LAO","unknown",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C334"
"MG983694/LBY/cattle/2013/O","LBY","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA1D"
"MG983695/LBY/cattle/2013/O","LBY","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA1F"
"MG983696/LBY/cattle/2013/O","LBY","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA1F"
"MG983697/LBY/cattle/2013/O","LBY","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA1E"
"MG983698/MUS/cattle/2016/O","MUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B20A"
"MG983699/MUS/cattle/2016/O","MUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B209"
"MG983700/MUS/cattle/2016/O","MUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B20B"
"MG983701/MUS/cattle/2016/O","MUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B20A"
"MG983702/MUS/cattle/2016/O","MUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B20B"
"MG983703/MMR/cattle/2016/O","MMR","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B3B30D"
"MG983704/NPL/cattle/2008/O","NPL","cattle",2008,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B004"
"MG983705/NPL/cattle/2010/O","NPL","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B614"
"MG983706/NPL/cattle/2010/O","NPL","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B615"
"MG983707/NPL/water-buffalo/2012/O","NPL","water-buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B005"
"MG983708/NPL/cattle/2012/O","NPL","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B819"
"MG983709/NPL/cattle/2012/O","NPL","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B818"
"MG983710/NPL/water-buffalo/2012/O","NPL","water-buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B005"
"MG983711/NPL/cattle/2013/O","NPL","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C2C232"
"MG983712/NPL/cattle/2013/O","NPL","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B7B717"
"MG983713/NPL/cattle/2013/O","NPL","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B7B717"
"MG983714/NPL/pig/2013/O","NPL","pig",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C0C02D"
"MG983715/NPL/cattle/2014/O","NPL","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF2A"
"MG983716/NPL/cattle/2014/O","NPL","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C2C231"
"MG983717/NPL/cattle/2015/O","NPL","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B7B718"
"MG983718/NPL/cattle/2015/O","NPL","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B3B30D"
"MG983719/NPL/cattle/2015/O","NPL","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B3B30C"
"MG983720/RUS/cattle/2016/O","RUS","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B5B512"
"MG983721/SAU/cattle/2013/O","SAU","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B81A"
"MG983722/SAU/cattle/2013/O","SAU","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B81A"
"MG983723/SAU/cattle/2013/O","SAU","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B9B91D"
"MG983724/SAU/cattle/2013/O","SAU","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B9B91C"
"MG983725/SAU/cattle/2014/O","SAU","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B9B91B"
"MG983726/SAU/cattle/2014/O","SAU","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B9B91B"
"MG983727/SAU/cattle/2015/O","SAU","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B006"
"MG983728/SAU/cattle/2016/O","SAU","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B0B007"
"MG983729/SAU/cattle/2016/O","SAU","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B2B20C"
"MG983730/KOR/cattle/2017/O","KOR","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B5B511"
"MG983731/LKA/cattle/2013/O","LKA","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C131"
"MG983732/LKA/cattle/2014/O","LKA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF2A"
"MG983733/LKA/cattle/2014/O","LKA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF2B"
"MG983734/LKA/water-buffalo/2014/O","LKA","water-buffalo",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF2B"
"MG983735/TUN/unknown/2014/O","TUN","unknown",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BDBD25"
"MG983736/ARE/gazelle/2014/O","ARE","gazelle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C0C02C"
"MG983737/ARE/gazelle/2014/O","ARE","gazelle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BFBF2C"
"MG983738/ARE/cattle/2016/O","ARE","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B1B109"
"MG983739/ARE/cattle/2016/O","ARE","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B1B109"
"MG983740/VNM/cattle/2015/O","VNM","cattle",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C333"
"MG983741/VNM/cattle/2016/O","VNM","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B6B613"
"MH053311/ETH/cattle/2004/O","ETH","cattle",2004,"O","EAST-AFRICA-3-EA-3","#DD5830"
"MH053312/ETH/cattle/2005/O","ETH","cattle",2005,"O","EAST-AFRICA-4-EA-4","#D64718"
"MH053313/ETH/cattle/2006/O","ETH","cattle",2006,"O","EAST-AFRICA-3-EA-3","#D84B1E"
"MH053314/ETH/cattle/2007/O","ETH","cattle",2007,"O","EAST-AFRICA-3-EA-3","#DA5024"
"MH053315/SDN/unknown/1976/O","SDN","unknown",1976,"O","WEST-AFRICA-WA","#D03701"
"MH053316/UGA/cattle/1996/O","UGA","cattle",1996,"O","","#D13B06"
"MH053317/UGA/unknown/1998/O","UGA","unknown",1998,"O","EAST-AFRICA-4-EA-4","#D54312"
"MH053318/UGA/unknown/2002/O","UGA","unknown",2002,"O","EAST-AFRICA-2-EA-2","#5A8EAE"
"MH167962/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#5489A9"
"MH167963/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#7AACCD"
"MH167964/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#7FB1D2"
"MH167965/UGA/cow/2016/O","UGA","cow",2016,"O","EAST-AFRICA-2-EA-2","#74A7C8"
"MH167966/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#84B6D7"
"MH784403/PAK/cattle/2016/O","PAK","cattle",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E992"
"MH784404/PAK/water-buffalo/2017/O","PAK","water-buffalo",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E992"
"MH784405/PAK/cattle/2017/O","PAK","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E991"
"MH791293/UGA/cattle/2017/O","UGA","cattle",2017,"O","EAST-AFRICA-4-EA-4","#D33F0C"
"MH845413/VNM/pig/2014/O","VNM","pig",2014,"O","III-NORTHWEST-ZIMBABWE-NWZ","#918BB4"
"MH891503/VNM/cow/2017/O","VNM","cow",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B4B40E"
"MK071699/BGD/cattle/2013/O","BGD","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AFAF03"
"MN062579/IRN/cattle/2010/O","IRN","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EAEA95"
"MN062580/IRN/cattle/2010/O","IRN","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D"
"MN062582/PAK/buffalo/2009/O","PAK","buffalo",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F3F3AB"
"MN062583/PAK/cattle/2009/O","PAK","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E8E88F"
"MN062585/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9E"
"MN095354/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C3C335"
"MN095355/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B8B819"
"MN095356/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C0C02E"
"MN095357/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C0C02E"
"MN095358/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C130"
"MN095359/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C12F"
"MN095360/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C12F"
"MN095361/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C12E"
"MN095362/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C0C02D"
"MN095363/IND/cattle/2013/O","IND","cattle",2013,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C1C130"
"MN095364/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C5C539"
"MN095365/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C5C538"
"MN095366/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C4C437"
"MN095367/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C5C53A"
"MN095368/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C4C438"
"MN095369/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C5C539"
"MN095370/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C4C437"
"MN095371/IND/cattle/2014/O","IND","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C5C53A"
"MN116693/KEN/cow/2014/O","KEN","cow",2014,"O","EAST-AFRICA-2-EA-2","#457A9A"
"MN116694/KEN/cow/2016/O","KEN","cow",2016,"O","EAST-AFRICA-2-EA-2","#4F83A4"
"MN250314/VNM/pig/2017/O/O","VNM","pig",2017,"O","CATHAY","#84CEC1"
"MN250315/VNM/pig/2018/O/O","VNM","pig",2018,"O","CATHAY","#9FE4D8"
"MN250316/VNM/pig/2018/O/O","VNM","pig",2018,"O","CATHAY","#8DD5C9"
"MN250317/VNM/pig/2018/O/O","VNM","pig",2018,"O","CATHAY","#7BC6BA"
"MN250318/VNM/pig/2019/O/O","VNM","pig",2019,"O","CATHAY","#96DCD0"
"MN389541/CHN/pig/2010/O","CHN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8E88B1"
"MN953619/PAK/cattle/2019/O","PAK","cattle",2019,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B1B108"
"MN953620/PAK/cattle/2019/O","PAK","cattle",2019,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#B1B107"
"MN983152/IND/cattle/1997/O","IND","cattle",1997,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE01"
"MN983153/IND/cattle/2001/O","IND","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE01"
"MN983154/IND/cattle/2005/O","IND","cattle",2005,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AFAF02"
"MN983155/IND/cattle/2008/O","IND","cattle",2008,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE02"
"MN983156/IND/cattle/2008/O","IND","cattle",2008,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AFAF04"
"MN983157/IND/cattle/2009/O","IND","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AEAE00"
"MN983158/IND/cattle/2009/O","IND","cattle",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#AFAF03"
"MT018548/ISR/pig/2018/O","ISR","pig",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A8"
"MT018549/ISR/cattle/2018/O","ISR","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A8"
"MT018550/ISR/cattle/2018/O","ISR","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A7"
"MT018551/ISR/cattle/2018/O","ISR","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A7"
"MT602081/ETH/cattle/2015/O","ETH","cattle",2015,"O","EAST-AFRICA-3-EA-3","#DC542A"
"MT602084/KEN/cattle/2018/O","KEN","cattle",2018,"O","EAST-AFRICA-2-EA-2","#4A7F9F"
"MT944981/IRN/dog/2016/O","IRN","dog",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A9"
"MT944982/IRN/goat/2016/O","IRN","goat",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F3F3AA"
"MT944983/IRN/goat/2016/O","IRN","goat",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2AA"
"NC_039210/GBR/Unknown/1965/O","GBR","Unknown",1965,"O","","#B67603"
"OK019689/IRN/cow/2016/O","IRN","cow",2016,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F2F2A9"
"OK318511/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A09BC1"
"OK318512/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9E99BF"
"OK318513/VNM/pig/2018/O","VNM","pig",2018,"O","CATHAY","#9AE0D4"
"OK318514/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25A"
"OK318515/VNM/pig/2018/O","VNM","pig",2018,"O","CATHAY","#88D1C5"
"OK318516/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D663"
"OK318517/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D0D056"
"OK318518/VNM/goat/2018/O","VNM","goat",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35C"
"OK318519/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35B"
"OK318520/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9A95BD"
"OK318521/VNM/pig/2018/O","VNM","pig",2018,"O","CATHAY","#76C3B6"
"OK318522/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A19CC3"
"OK318523/VNM/pig/2018/O","VNM","pig",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D0D054"
"OK318524/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A49FC5"
"OK318525/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9A94BC"
"OK318526/VNM/buffalo/2018/O","VNM","buffalo",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D0D054"
"OK318527/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A39EC4"
"OK318528/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9893BB"
"OK318529/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A29DC4"
"OK318530/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9892BA"
"OK318531/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A29DC3"
"OK318532/VNM/pig/2018/O","VNM","pig",2018,"O","III-NORTHWEST-ZIMBABWE-NWZ","#938EB6"
"OK318533/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9D97BE"
"OK318534/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A5A0C6"
"OK318535/VNM/pig/2019/O","VNM","pig",2019,"O","CATHAY","#91D9CC"
"OK318536/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45D"
"OK318537/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9590B8"
"OK318538/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A6A1C7"
"OK318539/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9690B9"
"OK318540/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9993BB"
"OK318541/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9893BA"
"OK318542/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#948EB7"
"OK318543/VNM/pig/2019/O","VNM","pig",2019,"O","III-NORTHWEST-ZIMBABWE-NWZ","#9D98BF"
"OK318544/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D765"
"OK318545/VNM/cattle/2018/O","VNM","cattle",2018,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868"
"OK318546/VNM/buffalo/2017/O","VNM","buffalo",2017,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8680AB"
"OK318547/VNM/cattle/2017/O","VNM","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CECE51"
"OK318548/VNM/buffalo/2017/O","VNM","buffalo",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#CECE4F"
"OK318549/VNM/cattle/2017/O","VNM","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C7C73D"
"OK318550/VNM/cattle/2017/O","VNM","cattle",2017,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#C6C63C"
"OK318551/VNM/cattle/2016/O","VNM","cattle",2016,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8680AA"
"OM022642/NER/cattle/2018/O","NER","cattle",2018,"O","EAST-AFRICA-3-EA-3","#E46947"
"OM022643/NER/cattle/2017/O","NER","cattle",2017,"O","EAST-AFRICA-3-EA-3","#DF5C36"
"OM022644/NER/cattle/2017/O","NER","cattle",2017,"O","EAST-AFRICA-3-EA-3","#E36541"
"OM022646/NER/cattle/2017/O","NER","cattle",2017,"O","EAST-AFRICA-3-EA-3","#E1603B"
"OM022648/NER/cattle/2017/O","NER","cattle",2017,"O","EAST-AFRICA-3-EA-3","#E87153"
"OM022649/NER/cattle/2017/O","NER","cattle",2017,"O","EAST-AFRICA-3-EA-3","#E66D4D"
"OM160610/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BDBD25"
"OM160611/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC25"
"OM160612/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC23"
"OM160613/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BBBB21"
"OM160614/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC24"
"OM160615/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BABA20"
"OM160616/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC24"
"OM160617/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC23"
"OM160618/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BCBC22"
"OM160619/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BBBB22"
"OM160620/TUN/cattle/2014/O","TUN","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BBBB21"
"OM160621/DZA/cattle/2014/O","DZA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BEBE27"
"OM160622/DZA/cattle/2014/O","DZA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BDBD26"
"OM160623/DZA/cattle/2014/O","DZA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BDBD26"
"OM160624/DZA/cattle/2014/O","DZA","cattle",2014,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BDBD27"
"OM160625/DZA/sheep/2015/O","DZA","sheep",2015,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#BBBB20"
"OM456128/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9B"
"OM456129/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC9B"
"OM456130/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC9A"
"OM456131/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB98"
"OM456132/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC9A"
"OM456133/PAK/cattle/2012/O","PAK","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC99"
"OM456134/PAK/cattle/2012/O","PAK","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB97"
"OM456135/PAK/cattle/2012/O","PAK","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB97"
"OM456136/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A7"
"OM456137/PAK/cattle/2012/O","PAK","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E993"
"OM456138/PAK/buffalo/2009/O","PAK","buffalo",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EAEA94"
"OM456139/PAK/buffalo/2011/O","PAK","buffalo",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9C"
"OM456140/PAK/buffalo/2011/O","PAK","buffalo",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EAEA94"
"OM456141/PAK/buffalo/2011/O","PAK","buffalo",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E993"
"OM456142/PAK/buffalo/2011/O","PAK","buffalo",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E9E994"
"OM456143/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB99"
"OM456144/PAK/cattle/2010/O","PAK","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EAEA95"
"OM456145/PAK/buffalo/2010/O","PAK","buffalo",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB96"
"OM456146/PAK/cattle/2010/O","PAK","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EAEA96"
"OM456147/PAK/cattle/2011/O","PAK","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9D"
"OM456148/PAK/buffalo/2012/O","PAK","buffalo",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EBEB98"
"OM456149/PAK/cattle/2012/O","PAK","cattle",2012,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#ECEC99"
"OM456150/PAK/buffalo/2010/O","PAK","buffalo",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9C"
"ON736860/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#9ACAEC"
"ON784045/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#94C4E6"
"ON784046/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#8FC0E1"
"ON784047/UGA/cow/2015/O","UGA","cow",2015,"O","EAST-AFRICA-2-EA-2","#8ABBDC"
