GenBankAccession,Country,Host,CollectionDate,Annotated serotype,Strain,Isolate,IsolationSource,Genotyped serotype,Topotype
OM471635,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/192-3/2012_pro,Unknown,Asia1,Unknown
OM471634,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/192-2/2012_pro,Unknown,Asia1,Unknown
OM471633,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/189-4/2012_pro,Unknown,Asia1,Unknown
OM471632,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/189-3/2012_pro,Unknown,Asia1,Unknown
OM471631,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/189-2/2012_pro,Unknown,Asia1,Unknown
OM471630,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/187-4/2012_pro,Unknown,Asia1,Unknown
OM471629,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/185-3/2012_pro,Unknown,Asia1,Unknown
OM471628,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/185-1/2012_pro,Unknown,Asia1,Unknown
OM471627,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/184-3/2012_pro,Unknown,Asia1,Unknown
OM471626,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/184-2/2012_pro,Unknown,Asia1,Unknown
OM471625,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/184-1/2012_pro,Unknown,Asia1,Unknown
OM471624,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/183-2/2012_pro,Unknown,Asia1,Unknown
OM471623,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/183-1/2012_pro,Unknown,Asia1,Unknown
OM471622,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/181-1/2012_pro,Unknown,Asia1,Unknown
OM471621,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/180-1/2012_pro,Unknown,Asia1,Unknown
OM471620,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/178-3/2012_pro,Unknown,Asia1,Unknown
OM471619,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/178-2/2012_pro,Unknown,Asia1,Unknown
OM471618,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/177-1/2012_pro,Unknown,Asia1,Unknown
OM471617,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/168-1/2012_pro,Unknown,Asia1,Unknown
OM471616,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/167-1/2012_pro,Unknown,Asia1,Unknown
OM471615,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/147-4/2012_pro,Unknown,Asia1,Unknown
OM471614,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/144-2/2012_pro,Unknown,Asia1,Unknown
OM471613,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/137-1/2012_pro,Unknown,Asia1,Unknown
OM471612,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/115-1/2012_pro,Unknown,Asia1,Unknown
OM471611,PAK,buffalo,2012,Unknown,Unknown,Asia1/PAK/ICT/059-2/2012_pro,Unknown,Asia1,Unknown
OM471610,PAK,buffalo,2011,Unknown,Unknown,Asia1/PAK/ICT/008-1/2011_pro,Unknown,Asia1,Unknown
OM022649,NER,cattle,2017,O,Unknown,O/NIG/PL/IDH/3/2017,epithelial tissue,O,Unknown
OM022648,NER,cattle,2017,O,Unknown,O/NIG/PL/IDF/1/2017,epithelial tissue,O,Unknown
OM022647,NER,cattle,2017,O,Unknown,O/NIG/PL/BLD/03B/2017,epithelial tissue,O,Unknown
OM022646,NER,cattle,2017,O,Unknown,O/NIG/PL/BLD/03A/2017,epithelial tissue,O,Unknown
OM022645,NER,cattle,2017,O,Unknown,O/NIG/PL/BLD/02B/2017,epithelial tissue,O,Unknown
OM022644,NER,cattle,2017,O,Unknown,O/NIG/PL/BLD/02A/2017,epithelial tissue,O,Unknown
OM022643,NER,cattle,2017,O,Unknown,O/NIG/PL/JS/KA/2/2017,epithelial tissue,O,Unknown
OM022642,NER,cattle,2018,O,Unknown,O/NIG/PL/NV/2018,epithelial tissue,O,Unknown
OK019689,IRN,cow,2016,O,Unknown,O2016,Unknown,O,Unknown
MG334583,IRQ,cow,2009,A,Iraq 09,Unknown,Unknown,A,Unknown
MT495500,Unknown,cow,Unknown,O,Unknown,O/BR19-16_46dpi_OPF,oropharyngeal fluid,O,Unknown
MT495499,Unknown,cow,Unknown,O,Unknown,O/BR19-16_46dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495498,Unknown,cow,Unknown,O,Unknown,O/BR19-16_46dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495497,Unknown,cow,Unknown,O,Unknown,O/BR19-16_35dpi_OPF,oropharyngeal fluid,O,Unknown
MT495496,Unknown,cow,Unknown,O,Unknown,O/BR19-15_46dpi_OPF,oropharyngeal fluid,O,Unknown
MT495495,Unknown,cow,Unknown,O,Unknown,O/BR19-15_46dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495494,Unknown,cow,Unknown,O,Unknown,O/BR19-15_46dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495493,Unknown,cow,Unknown,O,Unknown,O/BR19-15_38dpi_OPF,oropharyngeal fluid,O,Unknown
MT495492,Unknown,cow,Unknown,O,Unknown,O/BR19-15_35dpi_OPF,oropharyngeal fluid,O,Unknown
MT495491,Unknown,cow,Unknown,O,Unknown,O/BR19-13_49dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495490,Unknown,cow,Unknown,O,Unknown,O/BR19-13_49dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495489,Unknown,cow,Unknown,O,Unknown,O/BR19-13_45dpi_OPF,oropharyngeal fluid,O,Unknown
MT495488,Unknown,cow,Unknown,O,Unknown,O/BR19-13_43dpi_OPF,oropharyngeal fluid,O,Unknown
MT495487,Unknown,cow,Unknown,O,Unknown,O/BR19-13_38dpi_OPF,oropharyngeal fluid,O,Unknown
MT495486,Unknown,cow,Unknown,O,Unknown,O/BR19-13_35dpi_OPF,oropharyngeal fluid,O,Unknown
MT495485,Unknown,cow,Unknown,O,Unknown,O/BR19-12_23dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495484,Unknown,cow,Unknown,O,Unknown,O/BR19-12_23dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495483,Unknown,cow,Unknown,O,Unknown,O/BR19-11_23dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495482,Unknown,cow,Unknown,O,Unknown,O/BR19-11_23dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495481,Unknown,cow,Unknown,O,Unknown,O/BR19-10_22dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495480,Unknown,cow,Unknown,O,Unknown,O/BR19-09_22dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT495479,Unknown,cow,Unknown,O,Unknown,O/BR19-09_22dpi_DNP,"postmortem tissue, dorsal nasopharynx",O,Unknown
MT495478,Unknown,cow,Unknown,O,Unknown,O/BR19-14_38dpi_OPF_O-A-Chimera,oropharyngeal fluid,O,Unknown
MT495477,Unknown,cow,Unknown,O,Unknown,O/BR19-14_35dpi_OPF_O-A-Chimera,oropharyngeal fluid,O,Unknown
MT495476,Unknown,cow,Unknown,A,Unknown,A/BR19-16_08dpi_CB-RF,"vesicle on coronary band, right front foot",A,Unknown
MT495475,Unknown,cow,Unknown,A,Unknown,A/BR19-16_05dpi_TNG,vesicle on tongue,A,Unknown
MT495474,Unknown,cow,Unknown,A,Unknown,A/BR19-15_08dpi_serum,serum,A,Unknown
MT495473,Unknown,cow,Unknown,A,Unknown,A/BR19-15_08dpi_CB-RH,"vesicle on coronary band, right hind foot",A,Unknown
MT495472,Unknown,cow,Unknown,A,Unknown,A/BR19-15_04dpi_TNG,vesicle on tongue,A,Unknown
MT495471,Unknown,cow,Unknown,A,Unknown,A/BR19-14_45dpi_OPF,vesicle on tongue,A,Unknown
MT495470,Unknown,cow,Unknown,A,Unknown,A/BR19-14_04dpi_TNG,oropharyngeal fluid,A,Unknown
MT495469,Unknown,cow,Unknown,A,Unknown,A/BR19-12_08dpi_CB-LH,"vesicle on coronary band, left hind foot",A,Unknown
MT495468,Unknown,cow,Unknown,A,Unknown,A/BR19-11_05dpi_TNG,vesicle on tongue,A,Unknown
MT495467,Unknown,cow,Unknown,A,Unknown,A/BR19-11_05dpi_IDC-RH,"vesicle on interdigital cleft, right hind foot",A,Unknown
MT495466,Unknown,cow,Unknown,A,Unknown,A/BR19-10_04dpi_IDC-LF,"vesicle on interdigital cleft, left front foot",A,Unknown
MT495465,Unknown,cow,Unknown,A,Unknown,A/BR19-10_03dpi_TNG,vesicle on tongue,A,Unknown
MT495464,Unknown,cow,Unknown,A,Unknown,A/BR19-09_06dpi_serum,serum,A,Unknown
MT495463,Unknown,cow,Unknown,A,Unknown,A/BR19-09_05dpi_TNG,vesicle on tongue,A,Unknown
MT495462,Unknown,cow,Unknown,A,Unknown,A/BR19-09_05dpi_IDC-RF,"vesicle on interdigital cleft, right front foot",A,Unknown
MT431618,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_SER,serum,O,Unknown
MT431617,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_TNG,vesicle on tongue,O,Unknown
MT431616,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_DP,vesicle on dental pad,O,Unknown
MT431615,Unknown,cow,Unknown,O,Unknown,O/BR19-06_04dpi_SER,serum,O,Unknown
MT431614,Unknown,cow,Unknown,O,Unknown,O/BR19-05_04dpi_DP,vesicle on dental pad,O,Unknown
MT431613,Unknown,cow,Unknown,O,Unknown,O/BR19-08_31dpi_OPF,oropharyngeal fluid,O,Unknown
MT431612,Unknown,cow,Unknown,O,Unknown,O/BR19-08_28dpi_OPF,oropharyngeal fluid,O,Unknown
MT431611,Unknown,cow,Unknown,O,Unknown,O/BR19-08_17dpi_OPF,oropharyngeal fluid,O,Unknown
MT431610,Unknown,cow,Unknown,O,Unknown,O/BR19-08_35dpi_DSP,"postmortem tissue, dorsal soft palate",O,Unknown
MT431609,Unknown,cow,Unknown,O,Unknown,O/BR19-08_35dpi_OPF,oropharyngeal fluid,O,Unknown
MT431608,Unknown,cow,Unknown,O,Unknown,O/BR19-08_24dpi_OPF,oropharyngeal fluid,O,Unknown
MT431607,Unknown,cow,Unknown,O,Unknown,O/BR19-08_21dpi_OPF,oropharyngeal fluid,O,Unknown
MT431606,Unknown,cow,Unknown,O,Unknown,O/BR19-05_04dpi_CB-RH,"vesicle on coronary band, right hind foot",O,Unknown
MT431605,Unknown,cow,Unknown,O,Unknown,O/BR19-05_04dpi_SER,serum,O,Unknown
MT431604,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_CB-LH,"vesicle on coronary band, left hind foot",O,Unknown
MT431603,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_SER,serum,O,Unknown
MT431602,Unknown,cow,Unknown,O,Unknown,O/BR19-06_06dpi_IDC-LF,"vesicle on interdigital cleft, left front foot",O,Unknown
MT431601,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_CB-RF,"vesicle on coronary band, right front foot",O,Unknown
MT431600,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_CB-LH,"vesicle on coronary band, left hind foot",O,Unknown
MT431599,Unknown,cow,Unknown,O,Unknown,O/BR19-07_04dpi_CB-RH,"vesicle on coronary band, right hind foot",O,Unknown
MT431598,Unknown,cow,Unknown,O,Unknown,O/BR19-07_04dpi_CB-LF,"vesicle on coronary band, left front foot",O,Unknown
MT431597,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_CB-LF,"vesicle on coronary band, left front foot",O,Unknown
MT431596,Unknown,cow,Unknown,O,Unknown,O/BR19-05_04dpi_CB-RF,"vesicle on coronary band, right front foot",O,Unknown
MT431595,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_DP,vesicle on dental pad,O,Unknown
MT431594,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_CB-RH,"vesicle on coronary band, right hind foot",O,Unknown
MT431593,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_CB-RF,"vesicle on coronary band, right front foot",O,Unknown
MT431592,Unknown,cow,Unknown,O,Unknown,O/BR19-07_03dpi_CB-RH,"vesicle on coronary band, right hind foot",O,Unknown
MT431591,Unknown,cow,Unknown,O,Unknown,O/BR19-05_03dpi_CB-LF,"vesicle on coronary band, left front foot",O,Unknown
MW355680,ZWE,african-buffalo,1991,SAT3,Unknown,ZIM/P25/91 UR-7,probang,SAT3,Unknown
MW355679,ZWE,african-buffalo,1990,SAT3,Unknown,ZIM/P26/90 HV-5,probang,SAT3,Unknown
MW355678,ZMB,african-buffalo,1996,SAT3,Unknown,ZAM/P2/96 MUL-4,probang,SAT3,Unknown
MW355677,ZAF,cattle,1979,SAT3,Unknown,SAR/9/79,epithelium,SAT3,Unknown
MW355676,ZWE,cattle,1976,SAT3,Unknown,RHO/26/76,epithelium,SAT3,Unknown
MW355675,ZWE,cattle,1975,SAT3,Unknown,RHO/3/75,vesicular fluid,SAT3,Unknown
MW355674,BWA,cattle,1967,SAT3,Unknown,BOT/209/67,probang,SAT3,Unknown
MW355673,ZWE,cattle,1989,SAT2,Unknown,ZIM/8/89,epithelium,SAT2,Unknown
MW355672,ZMB,african-buffalo,1974,SAT2,Unknown,ZAM-BUFF/18/74,probang,SAT2,Unknown
MW355671,MOZ,Unknown,1970,SAT2,Unknown,MOZ/1/70,epithelium,SAT2,Unknown
MW355670,BWA,african-buffalo,1972,SAT2,Unknown,BOT-BUFF/7/72,probang,SAT2,Unknown
MW355669,ZMB,cattle,1988,SAT1,Unknown,ZAM/2/88,epithelium,SAT1,Unknown
MW355668,TZA,cattle,1980,SAT1,Unknown,TAN/3/80,epithelium,SAT1,Unknown
MT412377,Unknown,cow,Unknown,A,Unknown,A/BR19-07_03dpi_SER,serum,A,Unknown
MT412376,Unknown,cow,Unknown,A,Unknown,A/BR19-08_17dpi_OPF,oropharyngeal fluid,A,Unknown
MT412375,Unknown,cow,Unknown,A,Unknown,A/BR19-08_21dpi_OPF,oropharyngeal fluid,A,Unknown
MT412374,Unknown,cow,Unknown,A,Unknown,A/BR19-05_35dpi_DSP,"postmortem tissue, dorsal soft palate",A,Unknown
MT412373,Unknown,cow,Unknown,A,Unknown,A/BR19-05_35dpi_OPF,oropharyngeal fluid,A,Unknown
MT412372,Unknown,cow,Unknown,A,Unknown,A/BR19-05_14dpi_OPF,oropharyngeal fluid,A,Unknown
MT412371,Unknown,cow,Unknown,A,Unknown,A/BR19-08_06dpi_CB-LH,"vesicle on coronary band, left hind foot",A,Unknown
MT412370,Unknown,cow,Unknown,A,Unknown,A/BR19-07_24dpi_OPF,oropharyngeal fluid,A,Unknown
MT412369,Unknown,cow,Unknown,A,Unknown,A/BR19-05_24dpi_OPF,oropharyngeal fluid,A,Unknown
MT412368,Unknown,cow,Unknown,A,Unknown,A/BR19-05_21dpi_OPF,oropharyngeal fluid,A,Unknown
MT412367,Unknown,cow,Unknown,A,Unknown,A/BR19-07_03dpi_CB-LH,"vesicle on coronary band, left hind foot",A,Unknown
MT412366,Unknown,cow,Unknown,A,Unknown,A/BR19-06_17dpi_OPF,oropharyngeal fluid,A,Unknown
MT412365,Unknown,cow,Unknown,A,Unknown,A/BR19-08_04dpi_TNG,vesicle on tongue,A,Unknown
MT412364,Unknown,cow,Unknown,A,Unknown,A/BR19-07_21dpi_OPF,oropharyngeal fluid,A,Unknown
MT412363,Unknown,cow,Unknown,A,Unknown,A/BR19-06_06dpi_IDC-LF,"vesicle on interdigital cleft, left hind foot",A,Unknown
MT412362,Unknown,cow,Unknown,A,Unknown,A/BR19-05_31dpi_OPF,oropharyngeal fluid,A,Unknown
MT412361,Unknown,cow,Unknown,A,Unknown,A/BR19-07_31dpi_DNP,"postmortem tissue, dorsal nasopharynx",A,Unknown
MT412360,Unknown,cow,Unknown,A,Unknown,A/BR19-08_06dpi_IDC-RF,"vesicle on interdigital cleft, right front foot",A,Unknown
MT412359,Unknown,cow,Unknown,A,Unknown,A/BR19-06_21dpi_OPF,oropharyngeal fluid,A,Unknown
MT412358,Unknown,cow,Unknown,A,Unknown,A/BR19-07_04dpi_CB-LF,"vesicle on coronary band, left front foot",A,Unknown
MT412357,Unknown,cow,Unknown,A,Unknown,A/BR19-06_04dpi_SER,serum,A,Unknown
MT412356,Unknown,cow,Unknown,A,Unknown,A/BR19-06_35dpi_DNP,"postmortem tissue, dorsal nasopharynx",A,Unknown
MT412355,Unknown,cow,Unknown,A,Unknown,A/BR19-07_03dpi_DP,vesicle on dental pad,A,Unknown
MT412354,Unknown,cow,Unknown,A,Unknown,A/BR19-07_31dpi_OPF,oropharyngeal fluid,A,Unknown
MT412353,Unknown,cow,Unknown,A,Unknown,A/BR19-07_17dpi_OPF,oropharyngeal fluid,A,Unknown
MT412352,Unknown,cow,Unknown,A,Unknown,A/BR19-07_28dpi_OPF,oropharyngeal fluid,A,Unknown
MT412351,Unknown,cow,Unknown,A,Unknown,A/BR19-07_04dpi_CB-RH,"vesicle on coronary band, right hind foot",A,Unknown
MT412350,Unknown,cow,Unknown,A,Unknown,A/BR19-06_24dpi_OPF,oropharyngeal fluid,A,Unknown
MT412349,Unknown,cow,Unknown,A,Unknown,A/BR19-07_14dpi_OPF,oropharyngeal fluid,A,Unknown
MT412348,Unknown,cow,Unknown,A,Unknown,A/BR19-05_17dpi_OPF,oropharyngeal fluid,A,Unknown
MT412347,Unknown,cow,Unknown,A,Unknown,A/BR19-07_03dpi_TNG,vesicle on tongue,A,Unknown
MT412346,Unknown,cow,Unknown,A,Unknown,A/BR19-06_31dpi_OPF,oropharyngeal fluid,A,Unknown
MT412345,Unknown,cow,Unknown,A,Unknown,A/BR19-06_14dpi_OPF,oropharyngeal fluid,A,Unknown
MT412344,Unknown,cow,Unknown,A,Unknown,A/BR19-06_04dpi_TNG,vesicle on tongue,A,Unknown
MT412343,Unknown,cow,Unknown,A,Unknown,A/BR19-05_04dpi_CB-RH,"vesicle on coronary band, right hind foot",A,Unknown
MT412342,Unknown,cow,Unknown,A,Unknown,A/BR19-06_28dpi_OPF,oropharyngeal fluid,A,Unknown
MT412341,Unknown,cow,Unknown,A,Unknown,A/BR19-05_28dpi_OPF,oropharyngeal fluid,A,Unknown
LC564923,THA,cow,2016,A,A/TAI/72/2016,Unknown,Unknown,A,Unknown
LC564922,THA,cow,2016,A,A/TAI/56/2016,Unknown,Unknown,A,Unknown
LC564921,THA,cow,2016,A,A/TAI/32-1/2016,Unknown,Unknown,A,Unknown
LC564920,THA,cow,2015,A,A/TAI/137/2015,Unknown,Unknown,A,Unknown
LC564919,THA,cow,2015,A,A/TAI/108/2015,Unknown,Unknown,A,Unknown
LC564918,THA,cow,2015,A,A/TAI/67/2015,Unknown,Unknown,A,Unknown
LC564917,THA,cow,2015,A,A/TAI/46-1/2015,Unknown,Unknown,A,Unknown
LC564916,THA,cow,2014,A,A/TAI/98-1/2014,Unknown,Unknown,A,Unknown
LC564915,THA,cow,2014,A,A/TAI/74/2014,Unknown,Unknown,A,Unknown
LC564914,THA,cow,2014,A,A/TAI/15-1/2014,Unknown,Unknown,A,Unknown
LC564913,THA,cow,2013,A,A/TAI/94/2013,Unknown,Unknown,A,Unknown
LC564912,THA,cow,2013,A,A/TAI/80-3/2013,Unknown,Unknown,A,Unknown
LC564911,THA,cow,2013,A,A/TAI/53/2013,Unknown,Unknown,A,Unknown
LC564910,THA,cow,2012,A,A/TAI/36/2012,Unknown,Unknown,A,Unknown
LC564909,THA,cow,2012,A,A/TAI/3/2012,Unknown,Unknown,A,Unknown
LC564908,THA,cow,2012,A,A/TAI/1/2012,Unknown,Unknown,A,Unknown
LC564907,THA,cow,2011,A,A/TAI/57-1/2011,Unknown,Unknown,A,Unknown
LC564906,THA,cow,2011,A,A/TAI/53-2/2011,Unknown,Unknown,A,Unknown
LC564905,THA,cow,2011,A,A/TAI/5/2011,Unknown,Unknown,A,Unknown
LC564904,THA,cow,2010,A,A/TAI/73/2010,Unknown,Unknown,A,Unknown
LC564903,THA,cow,2010,A,A/TAI/69-1/2010,Unknown,Unknown,A,Unknown
LC564902,THA,cow,2010,A,A/TAI/67-3/2010,Unknown,Unknown,A,Unknown
LC564901,THA,cow,2009,A,A/TAI/37/2009,Unknown,Unknown,A,Unknown
LC564900,THA,cow,2009,A,A/TAI/25/2009,Unknown,Unknown,A,Unknown
LC564899,THA,cow,2008,A,A/TAI/70/2008,Unknown,Unknown,A,Unknown
LC564898,THA,cow,2008,A,A/TAI/47-2/2008,Unknown,Unknown,A,Unknown
LC564897,THA,cow,2008,A,A/TAI/34/2008,Unknown,Unknown,A,Unknown
LC564896,THA,cow,2007,A,A/TAI/35/2007,Unknown,Unknown,A,Unknown
LC564895,THA,cow,2007,A,A/TAI/23/2007,Unknown,Unknown,A,Unknown
LC564894,THA,cow,2007,A,A/TAI/4/2007,Unknown,Unknown,A,Unknown
MW715629,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/WAS/03/2017,epithelial tissue,SAT2,Unknown
MW715628,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/WAS/01/2017,epithelial tissue,SAT2,Unknown
MW715627,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/PKN/02/2017,epithelial tissue,SAT2,Unknown
MW715626,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/PKN/01/2017,epithelial tissue,SAT2,Unknown
MW715625,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/LANG/02/2017,epithelial tissue,SAT2,Unknown
MW715624,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/KWK/02/2017,epithelial tissue,SAT2,Unknown
MW715623,NER,cow,2017,Unknown,Unknown,SAT2/NIG/PL/JS/KA/1/2017,epithelial tissue,SAT2,Unknown
MW715622,NER,cow,2018,Unknown,Unknown,SAT2/NIG/BAU/TR/1/2018,epithelial tissue,SAT2,Unknown
KY444649,THA,pig,2016,O,Unknown,G75_PC_B/0416/Ratchaburi/Thailand/2016,Unknown,O,Unknown
KY444648,THA,pig,2016,O,Unknown,G75_PC_A/0416/Ratchaburi/Thailand/2016,Unknown,O,Unknown
KY444647,THA,pig,2016,O,Unknown,G12_1_SJSP_0416/Ratchaburi/Thailand/2016,Unknown,O,Unknown
KY444646,THA,pig,2016,O,Unknown,G12_SJSP_0416/Ratchaburi/Thailand/2016,Unknown,O,Unknown
KY444645,THA,pig,2016,O,Unknown,G60_CM_A_0116/ChiangMai/Thailand/2016,Unknown,O,Unknown
KY444644,THA,pig,2013,O,Unknown,G1_JP_0113/Ratchaburi/Thailand/2013,Unknown,O,Unknown
MT944983,IRN,goat,2016,O,Unknown,O/IRN/16/2016,BTy1 (first passage on bovine thyroid cells),O,Unknown
MT944982,IRN,goat,2016,O,Unknown,O/IRN/16/2016,heart,O,Unknown
MT944981,IRN,dog,2016,O,Unknown,O/IRN/9/2016,BTy1 (first passage on bovine thyroid cells),O,Unknown
MT944980,IRN,dog,2016,O,Unknown,O/IRN/9/2016,heart,O,Unknown
LC595604,Unknown,Unknown,Unknown,O,O/HKN/1/2015,Unknown,Unknown,O,Unknown
MN442540,ZAF,african-buffalo,1991,Unknown,Unknown,SAT1-KNP/196/91-Recombinant,KNP/196/91 passage PK = 1 / RS = 4 / Bovine = 1 / BHK = 4 / recBHK5,SAT1,Unknown
MN442539,ZAF,african-buffalo,1991,Unknown,Unknown,SAT1-KNP/196/91-Pig,KNP/196/91 passage PK = 1 / IB-RS = 4 / Bovine = 1 / BHK = 4 / Pig = 3,SAT1,Unknown
MN442538,ZAF,african-buffalo,1991,Unknown,Unknown,SAT1-KNP/196/91-Parental,KNP/196/91 passage PK = 1 / IB-RS = 4 / Bovine = 1 / BHK = 5,SAT1,Unknown
MT602092,KEN,cattle,2017,SAT2,Unknown,KEN/19/2017,epithelium,SAT2,Unknown
MT602091,ETH,cattle,2018,SAT2,Unknown,ETH/11/2018,epithelium,SAT2,Unknown
MT602090,ETH,cattle,2015,SAT2,Unknown,ETH/16/2015,vesicular fluid,SAT2,Unknown
MT602089,EGY,cattle,2018,SAT2,Unknown,EGY/1/2018,epithelium,SAT2,Unknown
MT602088,TZA,cattle,2014,SAT1,Unknown,TAN/22/2014,epithelium,SAT1,Unknown
MT602087,TZA,cattle,2013,SAT1,Unknown,TAN/22/2013,epithelium,SAT1,Unknown
MT602086,TZA,cattle,2012,SAT1,Unknown,TAN/27/2012,epithelium,SAT1,Unknown
MT602085,KEN,cattle,2013,SAT1,Unknown,KEN/10/2013,epithelium,SAT1,Unknown
MT602084,KEN,cattle,2018,O,Unknown,KEN/4/2018,epithelium,O,Unknown
MT602083,ETH,cattle,2019,O,Unknown,ETH/9/2019,epithelium,O,Unknown
MT602082,ETH,cattle,2016,O,Unknown,ETH/30/2016,epithelium,O,Unknown
MT602081,ETH,cattle,2015,O,Unknown,ETH/4/2015,epithelium,O,Unknown
MT602080,UGA,cattle,2019,A,Unknown,UGA/28/2019,probang,A,Unknown
MT602079,SDN,cattle,2018,A,Unknown,SUD/9/2018,epithelium,A,Unknown
MT602078,ETH,cattle,2019,A,Unknown,ETH/19/2019,epithelium,A,Unknown
MT602077,ETH,cattle,2018,A,Unknown,ETH/2/2018,epithelium,A,Unknown
MT863268,EGY,water-buffalo,2016,A,Unknown,A/buffalo/Damietta/Egypt/2016,Unknown,A,Unknown
MN227144,IND,cattle,2011,A,Unknown,PD68/2011,Unknown,A,Unknown
KY322680,VNM,cattle,2013,A,Unknown,VIT/42/2013,Unknown,A,Unknown
KY322679,THA,cattle,2014,A,Unknown,TAI/4/2014,Unknown,A,Unknown
KY322678,MYS,cattle,2013,A,Unknown,MAY/23/2013,Unknown,A,Unknown
KY322677,MYS,cattle,2013,A,Unknown,MAY/20/2013,Unknown,A,Unknown
KY322676,MYS,cattle,2013,A,Unknown,MAY/12/2013,Unknown,A,Unknown
KY322675,LAO,cattle,2014,A,Unknown,LAO/3/2014,Unknown,A,Unknown
KY322674,KOR,pig,2014,O,Unknown,SKR/6/2014,Unknown,O,Unknown
KY322673,MYS,cattle,2014,O,Unknown,MAY/8/2014,Unknown,O,Unknown
KY322672,MYS,cattle,2014,O,Unknown,MAY/3/2014,Unknown,O,Unknown
KY322671,MYS,cattle,2014,O,Unknown,MAY/2/2014,Unknown,O,Unknown
KY322670,LAO,cattle,2013,O,Unknown,LAO/1/2013,Unknown,O,Unknown
MH791293,UGA,cattle,2017,O,Unknown,AMU_200,probang,O,Unknown
MN983158,IND,cattle,2009,Unknown,Unknown,O/IND/47/2009,Unknown,O,Unknown
MN983157,IND,cattle,2009,Unknown,Unknown,O/IND/35/2009,Unknown,O,Unknown
MN983156,IND,cattle,2008,Unknown,Unknown,O/IND/433/2008,Unknown,O,Unknown
MN983155,IND,cattle,2008,Unknown,Unknown,O/IND/290/2008,Unknown,O,Unknown
MN983154,IND,cattle,2005,Unknown,Unknown,O/IND/442/2005,Unknown,O,Unknown
MN983153,IND,cattle,2001,Unknown,Unknown,O/IND/121/2001,Unknown,O,Unknown
MN983152,IND,cattle,1997,Unknown,Unknown,O/IND/316/1997,Unknown,O,Unknown
MN953620,PAK,cattle,2019,O,Unknown,PAK/2/2019,Unknown,O,Unknown
